kappa,trial,c,eps,n_outer,total_inner,converged,rp,rs,f_rel,lam_rel,cpu
1000.0,2,1000.0,0.01,10,765,True,3.296241319025566e-10,1.4406837994702975e-07,1.9092938924926624e-15,3.5214702961619125e-09,0.0058994293212890625
1000.0,2,10000.0,0.01,11,1036,True,1.0205234809989941e-11,1.4160255759662455e-07,1.1137547706207197e-15,3.4823011787372436e-09,0.007010221481323242
1000.0,2,0.0001,0.0001,500,48744,False,17.172455685672762,1.4982234931755894e-06,0.0033014150375949482,0.6422442440712769,0.34256958961486816
1000.0,2,0.001,0.0001,500,47529,False,1.200011166834824,6.30032012044198e-07,0.0001885046501999207,0.1684951770332297,0.33402132987976074
1000.0,2,0.01,0.0001,500,43930,False,0.000478237508004352,2.4889620329236548e-09,4.414047974435004e-08,9.098047888641411e-05,0.2982804775238037
1000.0,2,0.1,0.0001,94,7708,True,9.925746048549438e-07,7.121479220299058e-11,9.09321900316799e-11,1.8884454272961526e-07,0.05457162857055664
1000.0,2,1.0,0.0001,15,1127,True,7.683321424359645e-07,9.520080820960044e-10,7.097418186562973e-11,1.461689664773754e-07,0.008007287979125977
1000.0,2,10.0,0.0001,6,474,True,6.717012768396207e-08,6.614805866421807e-09,6.570039391891625e-12,1.276148823484508e-08,0.003999471664428711
1000.0,2,100.0,0.0001,4,461,True,1.5588519142103337e-07,4.115038862631895e-07,6.835431242948105e-12,1.9762438325172563e-08,0.003001689910888672
1000.0,2,1000.0,0.0001,4,628,True,1.5168952003336588e-07,7.122261665823656e-07,4.240223519577454e-12,2.3547213450701388e-08,0.003991365432739258
1000.0,2,10000.0,0.0001,5,812,True,1.2724729638731434e-11,5.245161795366057e-07,4.773234731231656e-16,1.5211267900636433e-08,0.006006717681884766
1000.0,2,0.0001,1e-06,500,67431,False,17.172418406453843,1.502056776190685e-08,0.0033014099567239656,0.6422438624770305,0.45603132247924805
1000.0,2,0.001,1e-06,500,65278,False,1.2000044808521402,6.635211692349169e-09,0.00018850392042404034,0.1684943671583228,0.4489598274230957
1000.0,2,0.01,1e-06,500,60702,False,0.00047820984708508556,2.8888118950708178e-11,4.413792892770967e-08,9.09752177663522e-05,0.42836427688598633
1000.0,2,0.1,1e-06,94,10610,True,9.902269100010663e-07,1.3776190769594588e-12,9.071675803747698e-11,1.8839790420921892e-07,0.07057571411132812
1000.0,2,1.0,1e-06,15,1658,True,7.655296866011915e-07,1.253782678333752e-11,7.068826510522896e-11,1.4563682971334826e-07,0.013217687606811523
1000.0,2,10.0,1e-06,6,726,True,5.97040289600828e-08,6.6349270217191e-11,5.906559764250425e-12,1.1333715872724175e-08,0.004994392395019531
1000.0,2,100.0,1e-06,3,536,True,3.585156130038565e-07,4.9292947471565374e-08,4.7299733137842594e-11,6.540339334237273e-08,0.003000020980834961
1000.0,2,1000.0,1e-06,3,626,True,2.8546057260112016e-09,1.267081203638734e-07,1.3762826808384607e-13,4.138776594435395e-09,0.003999948501586914
1000.0,2,10000.0,1e-06,4,1109,True,1.202983871028796e-11,5.552875301475649e-09,3.1821564874877704e-16,1.6410225285638558e-10,0.007000923156738281
1000.0,3,0.0001,0.01,500,28578,False,15.945438601859662,0.00013942152826433568,0.004807991126374077,0.7428459713834812,0.19984722137451172
1000.0,3,0.001,0.01,500,27020,False,1.353331906053419,9.447272498150292e-05,0.00038898812543259627,0.338089905758673,0.1889781951904297
1000.0,3,0.01,0.01,500,23369,False,0.007977522382000822,5.476070338470262e-06,2.349710662647121e-06,0.0021756679042668715,0.16562891006469727
1000.0,3,0.1,0.01,137,6036,True,9.88572214252258e-07,7.112118537624202e-09,2.9165552760126964e-10,2.696086620474856e-07,0.0433042049407959
1000.0,3,1.0,0.01,20,729,True,6.481965307364529e-07,1.0028884368946e-07,1.9116571690929347e-10,1.76894587826698e-07,0.005599498748779297
1000.0,3,10.0,0.01,8,320,True,1.0632219966715882e-07,9.670810397401003e-07,4.7091036987704545e-12,2.7838774614826435e-08,0.002534627914428711
1000.0,3,100.0,0.01,9,541,True,1.913230960443062e-09,2.587973355743692e-07,2.62489343857143e-13,5.402011295856318e-09,0.0036597251892089844
1000.0,3,1000.0,0.01,10,760,True,3.159493556710924e-10,1.1640720944318075e-07,1.3881647992445065e-14,3.392949337767114e-09,0.004544258117675781
1000.0,3,10000.0,0.01,11,944,True,1.7824430657276498e-11,5.823246763518312e-07,1.1217493327228335e-15,1.3221944893743621e-08,0.006250858306884766
1000.0,3,0.0001,0.0001,500,48346,False,15.94114665444967,1.1372183256872596e-06,0.0048071916038030515,0.7427828096359347,0.32469820976257324
1000.0,3,0.001,0.0001,500,46941,False,1.3530754137251304,1.0653834506978233e-06,0.00038881582574620685,0.338077610300428,0.31911373138427734
1000.0,3,0.01,0.0001,500,42177,False,0.007956046603171226,3.9477868436612135e-08,2.343430870389056e-06,0.0021698110235552934,0.306593656539917
1000.0,3,0.1,0.0001,137,10525,True,9.581383138909469e-07,8.053605881338571e-11,2.8273187144079293e-10,2.613080768344552e-07,0.07760381698608398
1000.0,3,1.0,0.0001,20,1426,True,6.057913749277276e-07,7.008905713305145e-10,1.7875342032404872e-10,1.6521493750968156e-07,0.010115623474121094
1000.0,3,10.0,0.0001,6,474,True,7.436403307748018e-07,5.0913499443395176e-08,2.2018509170949999e-10,2.027184689203625e-07,0.0037145614624023438
1000.0,3,100.0,0.0001,4,437,True,2.4097249785354126e-07,6.522572725442016e-07,3.789507617670935e-11,2.4981720721448638e-08,0.003613710403442383
1000.0,3,1000.0,0.0001,4,625,True,1.255066146274859e-07,2.3770647505592376e-07,5.3043319384465085e-12,1.3359553994650549e-08,0.004866123199462891
1000.0,3,10000.0,0.0001,6,1071,True,7.997606488686783e-12,5.876362992054309e-09,1.1217493327228335e-15,1.6357546766976214e-10,0.0059661865234375
1000.0,3,0.0001,1e-06,500,66455,False,15.941135995666414,1.530499939517605e-08,0.0048071911400198565,0.7427823858353915,0.4523937702178955
1000.0,3,0.001,1e-06,500,64511,False,1.3530742285614017,1.0990626479159246e-08,0.00038881404065657584,0.3380781923061441,0.4321761131286621
1000.0,3,0.01,1e-06,500,58771,False,0.007956063705296475,5.868748074921288e-10,2.3434394277940594e-06,0.0021698156910084855,0.39170002937316895
1000.0,3,0.1,1e-06,137,14880,True,9.57596720793567e-07,1.6274430298235744e-12,2.8257132106754697e-10,2.611603494776155e-07,0.10181951522827148
1000.0,3,1.0,1e-06,20,2016,True,6.016062941619417e-07,6.991888207369898e-12,1.7752370261805131e-10,1.6407295807142692e-07,0.014467000961303711
1000.0,3,10.0,1e-06,6,714,True,6.322903785845226e-07,5.5244039189066e-10,1.8678192051701264e-10,1.724418921511299e-07,0.004749774932861328
1000.0,3,100.0,1e-06,4,686,True,1.1097363472792136e-08,8.901817036351475e-10,3.3052344088678287e-12,3.018175268288297e-09,0.004624128341674805
1000.0,3,1000.0,1e-06,3,647,True,2.757146461281321e-08,2.619066918690248e-07,8.251588091509164e-12,8.965951361611153e-09,0.003643512725830078
1000.0,3,10000.0,1e-06,4,1128,True,2.579814141691808e-11,6.1390449471496984e-09,3.2250293315781462e-15,1.5896497012686174e-10,0.0084686279296875
1000.0,4,0.0001,0.01,500,29596,False,24.70837560571094,0.0002479881694115738,0.009967618950019469,0.5176892645151261,0.21276473999023438
1000.0,4,0.001,0.01,500,27436,False,0.9837122590422316,6.611936500756933e-05,0.00024852554338288907,0.06938955891479176,0.22542762756347656
1000.0,4,0.01,0.01,500,24825,False,0.00018442752034933114,1.1308170110021637e-07,7.150729426036192e-09,2.7088997635863665e-05,0.1991586685180664
1000.0,4,0.1,0.01,89,4013,True,9.745347723952142e-07,6.5989257432801315e-09,3.478984877483536e-11,1.4322064539302172e-07,0.030997514724731445
1000.0,4,1.0,0.01,15,568,True,5.750403993647383e-07,5.706450845746781e-08,1.706293155750178e-11,8.44145932933481e-08,0.0050048828125
1000.0,4,10.0,0.01,8,313,True,1.100215344372442e-07,4.7333884345054695e-07,2.0146905411123812e-11,1.1776933365065986e-08,0.001993894577026367
1000.0,4,100.0,0.01,8,470,True,2.4190120729273274e-08,8.929755705415492e-07,5.096190678773139e-12,1.3405444869574416e-08,0.002778768539428711
1000.0,4,1000.0,0.01,10,801,True,1.1776891426643279e-10,2.3868616534573948e-08,7.051769482367453e-15,4.806068226975679e-10,0.006003379821777344
1000.0,4,10000.0,0.01,11,953,True,1.736003229554141e-11,3.024352901356165e-07,1.6789927338970125e-15,6.30654292270074e-09,0.007001399993896484
1000.0,4,0.0001,0.0001,500,49410,False,24.705760533716933,2.4326290535184126e-06,0.009965432833952638,0.5176909631361608,0.3574187755584717
1000.0,4,0.001,0.0001,500,47158,False,0.9830973149719722,7.075041301453133e-07,0.00024841607904549416,0.06940439909450916,0.32868218421936035
1000.0,4,0.01,0.0001,500,43227,False,0.000192740759041034,9.173186245876569e-10,7.449330560393199e-09,2.8311121893441586e-05,0.3032987117767334
1000.0,4,0.1,0.0001,90,6926,True,9.498264311904018e-07,5.871607113282615e-11,3.3764096147273215e-11,1.3959057018149152e-07,0.04848313331604004
1000.0,4,1.0,0.0001,14,997,True,9.196131459960124e-07,1.2782792737248188e-09,3.620960503061868e-11,1.3505839367661515e-07,0.006331205368041992
1000.0,4,10.0,0.0001,5,372,True,8.229283917125191e-07,7.422018568992629e-08,5.668615268183094e-11,1.1960227364950936e-07,0.002595186233520508
1000.0,4,100.0,0.0001,4,454,True,1.7164079046389157e-07,2.8582199204240827e-07,2.107225427319892e-11,1.8916321103360693e-08,0.0025298595428466797
1000.0,4,1000.0,0.0001,4,612,True,1.215291143171235e-07,4.667385325102913e-07,2.360249632318172e-11,8.94320811498238e-09,0.0048792362213134766
1000.0,4,10000.0,0.0001,5,766,True,1.935173322403792e-11,9.69581213664971e-07,3.357985467794025e-16,1.6075827168380133e-08,0.0054531097412109375
1000.0,4,0.0001,1e-06,500,67556,False,24.705739266408532,1.9285499325003548e-08,0.009965424084921862,0.5176910361547373,0.46717071533203125
1000.0,4,0.001,1e-06,500,65140,False,0.9830937748913658,6.096221172072289e-09,0.0002484157910848083,0.06940432648974652,0.4753084182739258
1000.0,4,0.01,1e-06,500,59568,False,0.0001928534831869508,1.2056981775708529e-11,7.45312989708431e-09,2.832770519461877e-05,0.41820526123046875
1000.0,4,0.1,1e-06,90,9723,True,9.495714915528247e-07,1.5797301504136986e-12,3.375502958651017e-11,1.395531013380167e-07,0.06905293464660645
1000.0,4,1.0,1e-06,14,1427,True,8.525438493620825e-07,1.015455088415318e-11,3.382946493104627e-11,1.2519458985175772e-07,0.010479211807250977
1000.0,4,10.0,1e-06,5,566,True,3.8834395473166573e-07,4.943687484371467e-10,3.417063625457415e-11,5.4155905665328477e-08,0.004202842712402344
1000.0,4,100.0,1e-06,3,477,True,2.1339983280224874e-07,3.996129470522694e-08,3.9025723576759676e-11,2.5776983997092736e-08,0.0035622119903564453
1000.0,4,1000.0,1e-06,3,617,True,1.2525896698952431e-08,2.0368057856485407e-07,7.770378372475374e-13,3.2419470987581784e-09,0.004729032516479492
1000.0,4,10000.0,1e-06,4,1070,True,1.7864924394012718e-11,5.204392639989643e-09,3.917649712426363e-15,1.0565186977688038e-10,0.007268428802490234
1000.0,5,0.0001,0.01,500,29918,False,36.18889265076443,0.00035969740845320656,0.03244194792402534,0.533474218646192,0.20934557914733887
1000.0,5,0.001,0.01,500,27410,False,1.7752640014608136,0.00012342806991871434,0.0010842459603712926,0.07524906833182135,0.19810986518859863
1000.0,5,0.01,0.01,500,24867,False,1.6820893678914336e-06,1.1498140527452127e-09,3.797079435191777e-10,1.0544915020545006e-07,0.17769169807434082
1000.0,5,0.1,0.01,64,2835,True,9.796782516846083e-07,6.455045297298877e-09,4.897655051302997e-11,7.092373983788093e-08,0.019992351531982422
1000.0,5,1.0,0.01,13,458,True,4.631508128022025e-07,9.128921163971616e-08,9.014675227642252e-12,3.3760091358465685e-08,0.004000425338745117
1000.0,5,10.0,0.01,8,312,True,7.929625380237732e-08,5.763790158117071e-07,4.293607726859245e-11,4.805190455651505e-09,0.002999544143676758
1000.0,5,100.0,0.01,9,539,True,1.307597697355892e-09,2.4649286546062197e-07,2.3199470956348934e-13,3.4878798324233183e-09,0.003713846206665039
1000.0,5,1000.0,0.01,10,788,True,2.7892966221732393e-10,4.1278247759436456e-08,1.2585009226855953e-14,6.692573622247821e-10,0.004885435104370117
1000.0,5,10000.0,0.01,10,931,True,9.836733315623725e-11,3.652946796235738e-07,1.3578562586870897e-14,6.198841158266918e-09,0.00705265998840332
1000.0,5,0.0001,0.0001,500,49721,False,36.18534750485376,3.401111358133677e-06,0.032439226202909906,0.5334818902468342,0.34027671813964844
1000.0,5,0.001,0.0001,500,47560,False,1.776122726630754,1.2441305792228494e-06,0.0010847825933974745,0.0752791678312322,0.34261202812194824
1000.0,5,0.01,0.0001,500,44187,False,1.306344643036342e-06,9.24263863103429e-12,3.785625420873071e-10,7.187834655205988e-08,0.31479310989379883
1000.0,5,0.1,0.0001,58,4489,True,8.329730273760582e-07,6.335310506778039e-11,2.617834264034574e-10,4.3692585105200535e-08,0.029999494552612305
1000.0,5,1.0,0.0001,11,752,True,9.602730941941234e-07,2.0794461952203894e-09,3.7163913109026967e-10,4.813182802838568e-08,0.006143093109130859
1000.0,5,10.0,0.0001,5,361,True,2.0316845888000953e-07,4.828461508624104e-08,8.211652283632842e-11,1.1766386379645001e-08,0.0020024776458740234
1000.0,5,100.0,0.0001,4,449,True,1.5323014188320955e-07,3.1182036017382093e-07,2.740286403811882e-11,4.407591493910223e-09,0.0033388137817382812
1000.0,5,1000.0,0.0001,4,597,True,1.4682887179831188e-07,4.912540838378535e-07,2.5629536882718818e-11,8.390892700714584e-09,0.0035064220428466797
1000.0,5,10000.0,0.0001,5,794,True,2.8341946587420995e-11,4.807697524278286e-07,7.120465746773763e-15,8.976176659184201e-09,0.0058214664459228516
1000.0,5,0.0001,1e-06,500,68040,False,36.18532745222972,2.3153233831472076e-08,0.03243921820386744,0.5334815974113047,0.4672691822052002
1000.0,5,0.001,1e-06,500,65492,False,1.7761131740089853,1.2099603010036794e-08,0.0010847789588718142,0.07527858299391177,0.4516761302947998
1000.0,5,0.01,1e-06,500,60692,False,1.3051041802874772e-06,1.8610877319373497e-12,3.785176665938798e-10,7.176450288719813e-08,0.4208552837371826
1000.0,5,0.1,1e-06,58,6238,True,8.4610757112992e-07,2.1564774408114745e-12,2.615987910707213e-10,4.5046351845302023e-08,0.04590797424316406
1000.0,5,1.0,1e-06,11,1117,True,9.567877833984787e-07,3.449608784304339e-11,3.7271415582580584e-10,4.759074820190497e-08,0.007344961166381836
1000.0,5,10.0,1e-06,5,563,True,1.7535181613496423e-07,4.873276184145317e-10,8.681238720021238e-11,8.401084658870802e-09,0.004688739776611328
1000.0,5,100.0,1e-06,3,471,True,2.963239723469774e-07,6.545615526973635e-08,1.633709725406172e-10,1.4831926243798144e-08,0.0032863616943359375
1000.0,5,1000.0,1e-06,3,582,True,5.6785891719090826e-09,2.2077715733518198e-07,8.44354763786033e-13,2.1663387718812675e-09,0.0055997371673583984
1000.0,5,10000.0,1e-06,4,1048,True,1.9400129219471117e-11,3.927084994668479e-09,1.324737813353258e-15,5.977519515895807e-11,0.006470203399658203
1000.0,6,0.0001,0.01,500,30909,False,25.481158086835478,0.00022015007730167739,0.01583689767485562,0.5564782778099616,0.23378348350524902
1000.0,6,0.001,0.01,500,27944,False,1.0856498931426928,7.47704718876393e-05,0.0005425816400018393,0.05418396880506543,0.212355375289917
1000.0,6,0.01,0.01,500,26023,False,2.4104021609475434e-05,1.3193075918888984e-08,1.6507610576714762e-09,2.44652576377747e-06,0.19761347770690918
1000.0,6,0.1,0.01,73,3475,True,8.896325143228413e-07,5.858547974444741e-09,5.986853523170714e-11,9.031930781793676e-08,0.026989459991455078
1000.0,6,1.0,0.01,13,486,True,7.744719968003322e-07,1.6163669011312998e-07,4.696823999935661e-11,7.717495517124981e-08,0.003991842269897461
1000.0,6,10.0,0.01,8,313,True,8.25732041098724e-08,3.4596129164847935e-07,1.921241586549742e-11,6.826297075197142e-09,0.0020189285278320312
1000.0,6,100.0,0.01,9,516,True,1.534781312839096e-09,2.819851924099243e-07,5.618338498841074e-13,4.937741616633945e-09,0.003989458084106445
1000.0,6,1000.0,0.01,10,738,True,4.902300457746722e-10,1.9292002483516087e-07,7.845573668318176e-14,3.6079240218000366e-09,0.004992246627807617
1000.0,6,10000.0,0.01,11,930,True,1.3647641800432237e-11,3.7416136151803865e-07,9.725917770642368e-16,4.926720783680942e-09,0.007999181747436523
1000.0,6,0.0001,0.0001,500,49542,False,25.479739024723976,1.8976345926213713e-06,0.01583545460783374,0.5564949315441262,0.3608121871948242
1000.0,6,0.001,0.0001,500,47104,False,1.0857521799202294,9.3277569966011e-07,0.0005427209994610517,0.05417256705926247,0.35315728187561035
1000.0,6,0.01,0.0001,500,44282,False,2.383685800667476e-05,1.143579994942154e-10,1.6321493793269456e-09,2.419472843370448e-06,0.32449769973754883
1000.0,6,0.1,0.0001,72,5861,True,8.525665335433506e-07,6.315011637439668e-11,5.728987023345082e-11,8.656417373716585e-08,0.04208207130432129
1000.0,6,1.0,0.0001,12,871,True,9.91057434265382e-07,1.3328627346893796e-09,7.473962560164883e-11,1.0038901326818857e-07,0.006005764007568359
1000.0,6,10.0,0.0001,5,368,True,2.676143694267855e-07,4.64591944981885e-08,4.309748682527046e-11,2.5051405208377785e-08,0.0033860206604003906
1000.0,6,100.0,0.0001,4,437,True,2.626605273493872e-07,9.338912820388792e-07,6.731939873716675e-11,2.2247493636348158e-08,0.0030074119567871094
1000.0,6,1000.0,0.0001,4,617,True,1.3382753771648893e-07,3.8529273848679985e-07,3.088222040123218e-11,1.2053750141861847e-08,0.003998994827270508
1000.0,6,10000.0,0.0001,6,1095,True,7.467455768168765e-12,3.911290851455276e-09,1.7830849246177674e-15,7.995715888235668e-11,0.007993698120117188
1000.0,6,0.0001,1e-06,500,68009,False,25.47972548410857,2.561663157640773e-08,0.015835445402523435,0.556494904271688,0.49379825592041016
1000.0,6,0.001,1e-06,500,65256,False,1.0857538580093324,7.60692646770209e-09,0.0005427212205890319,0.054173239908737555,0.45639991760253906
1000.0,6,0.01,1e-06,500,61692,False,2.3849062240885234e-05,2.194783582899842e-12,1.6329073525185376e-09,2.420716157894314e-06,0.4381387233734131
1000.0,6,0.1,1e-06,72,7996,True,8.506261238489075e-07,1.397627827352663e-12,5.714689924222238e-11,8.63674886029047e-08,0.05499553680419922
1000.0,6,1.0,1e-06,12,1243,True,9.915388055652124e-07,1.4332593097079416e-11,7.505182756208645e-11,1.0040058594612089e-07,0.008656978607177734
1000.0,6,10.0,1e-06,5,574,True,1.632367587430039e-07,2.2698314653658787e-10,2.9663400805941176e-11,1.5876343051798542e-08,0.003556489944458008
1000.0,6,100.0,1e-06,3,489,True,1.9137708909342753e-07,3.3567445419351154e-08,7.143216516511238e-11,1.4280397110189286e-08,0.002566099166870117
1000.0,6,1000.0,1e-06,3,625,True,1.599070192652658e-08,3.169791736578902e-07,7.286333396506241e-13,4.167002651805489e-09,0.0036025047302246094
1000.0,6,10000.0,1e-06,4,1088,True,2.4799682027792627e-11,2.812104312313619e-09,1.6209862951070613e-15,6.51971514528387e-11,0.008855819702148438
1000.0,7,0.0001,0.01,500,31035,False,22.87100737103529,0.00019373275134460305,0.009666644541538812,0.47439371573309014,0.22091913223266602
1000.0,7,0.001,0.01,500,27151,False,0.8092930022860512,4.525246537383708e-05,0.00018080431047927005,0.0795432791802929,0.20072627067565918
1000.0,7,0.01,0.01,500,23706,False,0.0002038298079770642,1.3807262496353286e-07,1.4294372877623062e-08,3.299461739572545e-05,0.17707228660583496
1000.0,7,0.1,0.01,90,4082,True,9.438474762259254e-07,8.143447258373124e-09,4.6293531226583735e-11,1.5732263440829834e-07,0.02913522720336914
1000.0,7,1.0,0.01,15,561,True,6.487183286402958e-07,8.730576468104267e-08,1.900398293422709e-11,1.0856898380641932e-07,0.004609584808349609
1000.0,7,10.0,0.01,9,356,True,1.008721265304243e-08,1.9691771686412291e-07,1.6235493118143637e-12,3.1981508347793184e-09,0.0022068023681640625
1000.0,7,100.0,0.01,9,558,True,3.6528394716382596e-09,5.063099045570336e-07,1.9149555985502752e-13,1.2050395142829437e-08,0.003956317901611328
1000.0,7,1000.0,0.01,10,820,True,2.2457080511925726e-10,1.3771604675906534e-07,3.4084128180718214e-14,2.3991499326302936e-09,0.005899906158447266
1000.0,7,10000.0,0.01,10,958,True,2.1646132838145544e-10,7.172755590976512e-07,5.5939599685911574e-14,1.7441036382563667e-08,0.007653951644897461
1000.0,7,0.0001,0.0001,500,49327,False,22.867971421567702,1.9807627395487653e-06,0.009664580255471088,0.4743950509534049,0.36777234077453613
1000.0,7,0.001,0.0001,500,46803,False,0.8098530059168222,4.3727190750749564e-07,0.000180861155735611,0.07958143905531309,0.3420546054840088
1000.0,7,0.01,0.0001,500,43050,False,0.00020367344337757307,9.984750744057947e-10,1.4266338682194422e-08,3.297580610084719e-05,0.2947702407836914
1000.0,7,0.1,0.0001,91,7355,True,8.734485333374409e-07,5.0299285319685795e-11,4.102219964687876e-11,1.4578573601932868e-07,0.04910755157470703
1000.0,7,1.0,0.0001,14,1038,True,9.229418301978591e-07,1.7501491622646412e-09,6.204924470835146e-11,1.50383033681487e-07,0.007536411285400391
1000.0,7,10.0,0.0001,5,386,True,6.62007991653328e-07,8.530235474046129e-08,2.3979615188150484e-11,1.0362307329441003e-07,0.00200653076171875
1000.0,7,100.0,0.0001,5,560,True,1.281047246624354e-09,1.6265248463676116e-08,1.529883005363535e-13,2.747169637037826e-10,0.004599571228027344
1000.0,7,1000.0,0.0001,4,606,True,3.984853558378919e-07,9.54655258816632e-07,2.6497677726570262e-11,4.1227705638733674e-08,0.0039539337158203125
1000.0,7,10000.0,0.0001,5,815,True,3.323213370200328e-11,7.482230290140222e-07,2.8620260304419873e-15,1.0304684109929409e-08,0.004928112030029297
1000.0,7,0.0001,1e-06,500,66646,False,22.867939622505013,2.369475934293138e-08,0.009664576662015797,0.4743946562997448,0.44772958755493164
1000.0,7,0.001,1e-06,500,64445,False,0.8098629925442518,6.341480208651478e-09,0.00018086191386054823,0.07958297645570334,0.4302825927734375
1000.0,7,0.01,1e-06,500,59882,False,0.00020370066295319561,1.1247305401020434e-11,1.426873016512704e-08,3.298003786159036e-05,0.4201362133026123
1000.0,7,0.1,1e-06,91,10119,True,8.807687277104613e-07,1.7047567751347477e-12,4.127626950312663e-11,1.4701658113108146e-07,0.07186770439147949
1000.0,7,1.0,1e-06,14,1467,True,9.052718495561896e-07,1.5117809361091228e-11,6.152653468151892e-11,1.4728430122070446e-07,0.010447025299072266
1000.0,7,10.0,1e-06,5,604,True,4.837620922034313e-07,1.6274278181975209e-10,5.180657391376876e-11,7.162759593791688e-08,0.004051923751831055
1000.0,7,100.0,1e-06,3,514,True,2.1921364687738026e-07,2.413959074773346e-08,3.268186551789393e-11,2.7997959996608868e-08,0.003442525863647461
1000.0,7,1000.0,1e-06,3,634,True,2.3434115041067658e-08,3.8313828964875917e-07,1.0694870907392537e-12,8.761593392517849e-09,0.0046634674072265625
1000.0,7,10000.0,1e-06,4,1112,True,2.422507388700029e-11,5.983545459113913e-09,3.9027627687845283e-16,1.4612159720106498e-10,0.007157802581787109
1000.0,8,0.0001,0.01,500,29379,False,18.305936924652173,0.00018530495481911073,0.010142582734662267,0.5207435761354479,0.20998048782348633
1000.0,8,0.001,0.01,500,27755,False,0.690415772984179,5.095800419868449e-05,0.00023357347361606192,0.0790350416021368,0.19524621963500977
1000.0,8,0.01,0.01,500,24808,False,1.705907780839479e-05,1.0724814334684799e-08,2.4097875058592415e-09,2.5094791817621616e-06,0.17760777473449707
1000.0,8,0.1,0.01,69,3141,True,9.098486714757443e-07,8.722915947697278e-09,1.2409073537862427e-10,1.3422103545287375e-07,0.02389693260192871
1000.0,8,1.0,0.01,13,485,True,4.097737132448561e-07,1.1136265907741305e-07,7.410509431790554e-11,5.4293026892721154e-08,0.003999471664428711
1000.0,8,10.0,0.01,8,317,True,7.89698497615775e-08,4.795833361525799e-07,4.330761091408113e-12,1.5893322578753518e-08,0.003007173538208008
1000.0,8,100.0,0.01,9,521,True,3.416916418260146e-09,8.015644196610825e-07,4.1605376406883606e-13,2.1802180136117338e-08,0.0030057430267333984
1000.0,8,1000.0,0.01,10,747,True,2.5738297996518654e-10,1.1233835880412664e-07,8.381560771480187e-14,2.9872085523722655e-09,0.0049936771392822266
1000.0,8,10000.0,0.01,11,914,True,1.3307025599836298e-11,4.5382242929108435e-07,1.5121372525866316e-15,8.295776806255774e-09,0.0069997310638427734
1000.0,8,0.0001,0.0001,500,48879,False,18.303514838689075,1.3736650053528812e-06,0.010141366753242644,0.5206856152807067,0.3327665328979492
1000.0,8,0.001,0.0001,500,47820,False,0.6902769528267114,3.298321118265083e-07,0.00023335016522616658,0.07909032213933909,0.32846856117248535
1000.0,8,0.01,0.0001,500,43851,False,1.742880259240354e-05,1.2836285143446964e-10,2.4473738374683572e-09,2.5653352272295627e-06,0.3159139156341553
1000.0,8,0.1,0.0001,70,5610,True,8.205898494525997e-07,7.044052131389262e-11,1.0729845118864972e-10,1.2144225935988857e-07,0.04500627517700195
1000.0,8,1.0,0.0001,12,849,True,8.524011582183628e-07,2.0655059545632413e-09,1.3852905390553646e-10,1.229153669437116e-07,0.00600433349609375
1000.0,8,10.0,0.0001,5,374,True,2.675893922660976e-07,4.622669262117373e-08,4.697475977121123e-11,3.4497682771069676e-08,0.002989530563354492
1000.0,8,100.0,0.0001,5,550,True,7.763053999770815e-10,1.4217699721626345e-08,4.730829404521033e-14,4.0003614839282163e-10,0.004010200500488281
1000.0,8,1000.0,0.0001,5,649,True,1.16741145278859e-10,3.084402135841829e-07,2.397817643387373e-14,8.486843694278254e-09,0.0059893131256103516
1000.0,8,10000.0,0.0001,6,1073,True,1.3262049982258647e-11,2.7882724975366788e-09,0.0,9.182169352600709e-11,0.008001565933227539
1000.0,8,0.0001,1e-06,500,67355,False,18.303534190313943,1.2605653180730613e-08,0.01014137454269259,0.5206858349944347,0.4914071559906006
1000.0,8,0.001,1e-06,500,65551,False,0.690276452016534,5.197607344370612e-09,0.00023335039070440864,0.07909027562625655,0.4516599178314209
1000.0,8,0.01,1e-06,500,60864,False,1.742839144762557e-05,1.727014272275777e-12,2.4472943422527925e-09,2.5652774587631047e-06,0.4122352600097656
1000.0,8,0.1,1e-06,69,7758,True,9.987365047535782e-07,1.1729979285753868e-12,1.3154902834759655e-10,1.4773836587480813e-07,0.05456137657165527
1000.0,8,1.0,1e-06,12,1269,True,8.658798937706416e-07,1.682417254119978e-11,1.3880836725804996e-10,1.252243671551337e-07,0.008496522903442383
1000.0,8,10.0,1e-06,5,577,True,1.8774741865981516e-07,2.320594254464344e-10,3.717956668817005e-11,2.6116731951290674e-08,0.004488706588745117
1000.0,8,100.0,1e-06,3,497,True,2.1324796304252135e-07,5.979780664164386e-08,5.2540504958767594e-11,2.869884809733037e-08,0.0019960403442382812
1000.0,8,1000.0,1e-06,3,632,True,1.3714100116536153e-08,1.8796610682728815e-07,2.5589682705916053e-12,4.763684886826419e-09,0.005872488021850586
1000.0,8,10000.0,1e-06,4,1126,True,2.4608616043191735e-11,5.081032459890121e-09,4.752431365272271e-15,1.6599387702762418e-10,0.007772207260131836
1000.0,9,0.0001,0.01,500,29793,False,23.31160628704762,0.0002407045851745691,0.010488904830718359,0.5256191288315377,0.2172074317932129
1000.0,9,0.001,0.01,500,28013,False,0.9299542206355337,7.369992139186347e-05,0.0002836479962853191,0.08867118866474753,0.2110142707824707
