kappa,trial,c,eps,n_outer,total_inner,converged,rp,rs,f_rel,lam_rel,cpu
100.0,7,1.0,1e-12,9,1012,True,5.65217057722304e-07,2.918496759974992e-13,9.338673133285754e-10,3.415330868982807e-08,0.00745701789855957
100.0,7,10.0,1e-12,5,904,True,1.782248835048408e-08,2.627285317513739e-12,4.09564291787826e-11,9.84639412374171e-10,0.0062754154205322266
100.0,7,100.0,1e-12,3,705,True,6.286044560737887e-08,2.8736934770929565e-11,1.7618935458750057e-10,3.155472605024229e-09,0.005120038986206055
100.0,7,1000.0,1e-12,2,565,True,3.9819765001465293e-07,3.5361415671038563e-10,1.3096419232162971e-09,1.8500120688777836e-08,0.00485992431640625
100.0,7,10000.0,1e-12,2,630,True,3.986349938153724e-09,4.8743913859017506e-09,1.3121343354058963e-11,1.8410316538324056e-10,0.004585742950439453
100.0,8,0.0001,0.01,500,12490,False,21.948706456308532,0.00017000490587434217,0.04906738657060636,0.4631858313671905,0.10228848457336426
100.0,8,0.001,0.01,500,11799,False,0.34457053089012,2.4576370073170174e-05,0.00042926348597954717,0.017265839470931004,0.10218024253845215
100.0,8,0.01,0.01,297,6229,True,9.78370537302337e-07,6.364717454390068e-10,3.747057311367294e-10,6.056403321325963e-08,0.0556025505065918
100.0,8,0.1,0.01,36,664,True,8.220192817396416e-07,7.432500866812921e-09,4.1619756691920794e-10,5.0213790839168665e-08,0.00589752197265625
100.0,8,1.0,0.01,9,179,True,6.34476143894006e-07,2.334915201500476e-07,2.9575196182200016e-10,3.670130041111892e-08,0.0023550987243652344
100.0,8,10.0,0.01,8,245,True,6.909161053120363e-08,2.8503016297965974e-07,5.968002428977063e-12,6.077012688955433e-09,0.002109050750732422
100.0,8,100.0,0.01,9,328,True,1.1361546828152294e-09,5.593805918287501e-07,7.462709055459529e-13,1.3183344985018621e-08,0.0
100.0,8,1000.0,0.01,10,456,True,5.385940617181682e-10,1.0800651188317916e-07,6.653855304986463e-13,2.803552820868788e-09,0.005846977233886719
100.0,8,10000.0,0.01,10,495,True,2.272270963067559e-10,8.691040071457688e-07,1.6354196268688998e-13,2.0949600657443704e-08,0.003539562225341797
100.0,8,0.0001,0.0001,500,21406,False,21.94867338406113,1.6577863583168393e-06,0.04906730344067436,0.46318199966892426,0.1752457618713379
100.0,8,0.001,0.0001,500,20712,False,0.3444880690337888,2.2095010295654348e-07,0.0004291805585473277,0.017261374775072693,0.1711597442626953
100.0,8,0.01,0.0001,297,11324,True,9.773400697028422e-07,7.0059634595898e-12,3.74098992423175e-10,6.050090639396769e-08,0.08908867835998535
100.0,8,0.1,0.0001,36,1287,True,8.539787448526629e-07,7.24691075134308e-11,4.19330054789349e-10,5.222338137396434e-08,0.01028299331665039
100.0,8,1.0,0.0001,9,362,True,2.179383147431979e-07,1.0070045932449885e-09,1.763348408367078e-10,1.2390486712652719e-08,0.003165006637573242
100.0,8,10.0,0.0001,4,221,True,6.08173378320781e-07,2.4202688699916174e-07,6.480487048440419e-10,3.121313863561871e-08,0.0015866756439208984
100.0,8,100.0,0.0001,4,295,True,2.500704152018608e-07,3.086941876314387e-07,8.934153756563426e-11,1.0634462856542012e-08,0.0021719932556152344
100.0,8,1000.0,0.0001,4,356,True,7.97359551863629e-08,2.7938484295320746e-07,5.503708568121574e-11,6.467346139779717e-09,0.0028228759765625
100.0,8,10000.0,0.0001,6,613,True,6.620422452241322e-12,3.662196983756499e-09,3.1488223862698433e-15,8.637222351033118e-11,0.0034766197204589844
100.0,8,0.0001,1e-06,500,29486,False,21.948672521018388,1.4244282235886365e-08,0.04906730317181511,0.4631819843875624,0.20614218711853027
100.0,8,0.001,1e-06,500,28486,False,0.34448798467451497,2.145122107746996e-09,0.0004291805175248632,0.017261358574878722,0.1984694004058838
100.0,8,0.01,1e-06,297,16212,True,9.77269843709266e-07,1.8645530511413214e-13,3.7408836514762134e-10,6.04964882438349e-08,0.11271500587463379
100.0,8,0.1,1e-06,36,1855,True,8.542592198529873e-07,5.705104447201565e-13,4.1934146927049924e-10,5.2241865821394986e-08,0.013567924499511719
100.0,8,1.0,1e-06,9,546,True,2.155832363754691e-07,8.225125754309549e-12,1.7696224369717205e-10,1.2207687161479918e-08,0.0035791397094726562
100.0,8,10.0,1e-06,4,350,True,5.086140471225373e-07,1.6875746516747116e-09,6.973612314270191e-10,2.5940689505176472e-08,0.0025322437286376953
100.0,8,100.0,1e-06,3,313,True,5.3885375011282816e-08,2.25540153955105e-08,4.126039733708775e-11,2.748380559577115e-09,0.002190828323364258
100.0,8,1000.0,1e-06,3,366,True,3.393389359158458e-09,1.9474841611855146e-07,7.006129809450401e-13,3.0015881181351375e-09,0.002580881118774414
100.0,8,10000.0,1e-06,4,650,True,2.3140774323773353e-11,4.680952546656809e-09,3.3456237854117087e-15,1.260448608201451e-10,0.0042760372161865234
100.0,8,0.0001,1e-12,500,51992,False,21.948672544192757,2.34592266200399e-13,0.04906730320264405,0.463181984410596,0.35457563400268555
100.0,8,0.001,1e-12,500,51099,False,0.3444879826585675,2.502492830049623e-13,0.0004291805131663026,0.017261358511325337,0.34493470191955566
100.0,8,0.01,1e-12,297,28833,True,9.77268979871393e-07,1.82871057504485e-13,3.740871843392265e-10,6.049643397590758e-08,0.1972367763519287
100.0,8,0.1,1e-12,36,3345,True,8.542697150288815e-07,2.032170144616235e-13,4.1934383088728896e-10,5.224252844210376e-08,0.021784543991088867
100.0,8,1.0,1e-12,9,1030,True,2.155671899110442e-07,3.236737701694893e-13,1.7695043561322354e-10,1.2206754731389412e-08,0.008538246154785156
100.0,8,10.0,1e-12,4,748,True,5.107203777047436e-07,3.786628744545522e-12,6.986768487802825e-10,2.6052028367614046e-08,0.00559544563293457
100.0,8,100.0,1e-12,3,739,True,3.440695005029665e-08,4.5726647752485114e-11,6.174033813738682e-11,1.639213634713297e-09,0.005838155746459961
100.0,8,1000.0,1e-12,2,590,True,2.6750742089471344e-07,3.88719995265208e-10,6.63312621361485e-10,1.0428399517820439e-08,0.004319190979003906
100.0,8,10000.0,1e-12,2,663,True,2.6654216211806414e-09,3.6535689056158407e-09,6.5969797006344635e-12,1.1884900939186896e-10,0.004567861557006836
100.0,9,0.0001,0.01,500,12493,False,28.000010035946552,0.0002516367602000653,0.10290443789228725,0.4881400315393329,0.10254907608032227
100.0,9,0.001,0.01,500,11955,False,0.6874739591385906,3.54558441106158e-05,0.001757538885484802,0.025939755600537923,0.09719491004943848
100.0,9,0.01,0.01,335,7701,True,9.746138630000292e-07,5.387788137416653e-10,8.542597323949375e-10,4.533348114027793e-08,0.06214547157287598
100.0,9,0.1,0.01,40,810,True,8.951353388217688e-07,8.029759669276359e-09,8.395801444793045e-10,4.1588704850722445e-08,0.00490570068359375
100.0,9,1.0,0.01,9,183,True,9.18951260521525e-07,2.5763917013116255e-07,3.19880609469267e-10,4.31313204067875e-08,0.0036232471466064453
100.0,9,10.0,0.01,8,248,True,9.577576832908615e-08,2.046610900664616e-07,1.7983011970327734e-10,2.987859996003604e-09,0.0010173320770263672
100.0,9,100.0,0.01,9,333,True,1.007242676154284e-09,2.3590907245255975e-07,6.867347978180481e-13,2.4658878502622566e-09,0.001993417739868164
100.0,9,1000.0,0.01,10,453,True,1.055004983348179e-10,1.211136066778929e-07,8.543991464492103e-14,1.78763192937818e-09,0.003309011459350586
100.0,9,10000.0,0.01,11,518,True,8.520931808081348e-12,5.34680353002941e-07,9.41676478613377e-15,6.1028245398118484e-09,0.004860877990722656
100.0,9,0.0001,0.0001,500,21486,False,28.000112983870206,1.8195091038705855e-06,0.10290418325864811,0.4881438445683433,0.15507078170776367
100.0,9,0.001,0.0001,500,20543,False,0.6874917015952424,4.593208711480422e-07,0.0017575854274272044,0.02594095197401608,0.1468644142150879
100.0,9,0.01,0.0001,335,13173,True,9.782600558181174e-07,5.000139823498435e-12,8.575032336707859e-10,4.550299885216093e-08,0.09264159202575684
100.0,9,0.1,0.0001,40,1508,True,9.253931116144822e-07,7.413083777036498e-11,8.705038813282082e-10,4.299352922246511e-08,0.011470794677734375
100.0,9,1.0,0.0001,9,374,True,7.015816510467397e-07,2.6044524659673424e-09,1.0185055657315433e-09,3.180747283256988e-08,0.0020339488983154297
100.0,9,10.0,0.0001,5,280,True,2.3293753862021715e-08,6.796624551542245e-09,2.4149867487014815e-11,1.083525526530724e-09,0.0026755332946777344
100.0,9,100.0,0.0001,4,287,True,1.7687417249654756e-07,4.4681913601322035e-07,1.2880319777630742e-10,5.299487828452703e-09,0.001996755599975586
100.0,9,1000.0,0.0001,4,353,True,2.4167477171377917e-07,5.954594854665746e-07,4.01635353602151e-10,9.675198345720944e-09,0.0027222633361816406
100.0,9,10000.0,0.0001,6,596,True,8.860981133377276e-12,3.8509563256059294e-09,5.971606937548244e-15,7.112570350415974e-11,0.003568887710571289
100.0,9,0.0001,1e-06,500,29746,False,28.00011185250193,2.267028015554367e-08,0.10290418496856356,0.4881437893497968,0.20636701583862305
100.0,9,0.001,1e-06,500,28434,False,0.6874916027849884,4.455598796672219e-09,0.0017575837856514717,0.025940974275188194,0.19362616539001465
100.0,9,0.01,1e-06,335,18528,True,9.782651655710217e-07,1.5139052213118554e-13,8.575092052777235e-10,4.5503237175955914e-08,0.12530970573425293
100.0,9,0.1,1e-06,40,2114,True,9.250641393492965e-07,6.807515895659171e-13,8.702271203143718e-10,4.297812738283572e-08,0.01743912696838379
100.0,9,1.0,1e-06,9,561,True,7.057286817897922e-07,2.2127457060815845e-11,1.0231962629809875e-09,3.1989241602602966e-08,0.004003047943115234
100.0,9,10.0,1e-06,5,449,True,2.014189056837241e-08,5.963453017558486e-11,4.2640718691943047e-11,8.552831260121446e-10,0.0029969215393066406
100.0,9,100.0,1e-06,3,318,True,5.7160973196045524e-08,3.186153627844836e-08,1.526694139337887e-10,2.0333812895076435e-09,0.0020096302032470703
100.0,9,1000.0,1e-06,3,363,True,4.552473451729457e-09,2.0696039312105251e-07,8.844179551698855e-12,2.0189067820054205e-09,0.001989603042602539
100.0,9,10000.0,1e-06,4,611,True,1.3333287844363514e-11,3.995187345554464e-09,5.282575367831139e-15,7.624062697780822e-11,0.004994630813598633
100.0,9,0.0001,1e-12,500,52011,False,28.000111865903516,1.8467171140820175e-13,0.10290418496838763,0.48814379005229436,0.34303855895996094
100.0,9,0.001,1e-12,500,51227,False,0.6874916244892081,1.7703233728286914e-13,0.0017575838188485533,0.02594097534657466,0.34098029136657715
100.0,9,0.01,1e-12,335,32991,True,9.782659549241106e-07,1.6484995086991554e-13,8.575098943092931e-10,4.550327301624923e-08,0.23326468467712402
100.0,9,0.1,1e-12,40,3801,True,9.250636260780702e-07,1.938722486449809e-13,8.702268906371819e-10,4.297810369003279e-08,0.026911020278930664
100.0,9,1.0,1e-12,9,1034,True,7.057861523517729e-07,4.057356486063028e-13,1.0232467919627668e-09,3.199186933116363e-08,0.007460117340087891
100.0,9,10.0,1e-12,5,940,True,2.0151209064585415e-08,4.055621671686526e-12,4.2717890227751366e-11,8.550637549744165e-10,0.006381034851074219
100.0,9,100.0,1e-12,3,737,True,6.748019878456899e-08,4.9675361581362646e-11,2.0063542795088534e-10,2.528426526213086e-09,0.004663228988647461
100.0,9,1000.0,1e-12,2,586,True,4.4650022435429117e-07,3.075635359405611e-10,1.7185037619122658e-09,1.4594930377064998e-08,0.004961252212524414
100.0,9,10000.0,1e-12,2,674,True,4.4570419343894135e-09,4.101221047585275e-09,1.7174571229578657e-11,1.668511111356627e-10,0.004653453826904297
100.0,10,0.0001,0.01,500,11939,False,34.32940727239937,0.000352901651673483,0.10158159552896939,0.40760185363782414,0.09720563888549805
100.0,10,0.001,0.01,500,11274,False,0.7099287196867181,4.9950414596047964e-05,0.000749486509128107,0.034108159691919236,0.08941245079040527
100.0,10,0.01,0.01,406,8886,True,9.804450402256988e-07,5.326944788729902e-10,8.212851989831847e-10,4.8731580855141945e-08,0.06793689727783203
100.0,10,0.1,0.01,48,942,True,7.430287074178475e-07,6.733981336466479e-09,6.238748120002287e-10,3.693168199142254e-08,0.010635852813720703
100.0,10,1.0,0.01,11,233,True,2.1593617707639156e-07,5.461326247209358e-08,1.8388081634630394e-10,1.0863328947282173e-08,0.0012938976287841797
100.0,10,10.0,0.01,8,235,True,4.926111396191904e-08,2.3766186608852775e-07,2.4880386539057776e-12,2.8172117556765883e-09,0.0022449493408203125
100.0,10,100.0,0.01,9,325,True,8.36989073295387e-10,2.3501610718153775e-07,1.652075595696025e-13,2.5787886674952603e-09,0.001786947250366211
100.0,10,1000.0,0.01,10,432,True,3.59344758986432e-10,2.5216234409892173e-07,2.7742703559507865e-13,3.8810611597832535e-09,0.0033228397369384766
100.0,10,10000.0,0.01,11,503,True,1.0971809489517855e-11,1.834173777892275e-07,4.162205958148901e-15,1.5279900735961637e-09,0.003753662109375
100.0,10,0.0001,0.0001,500,21004,False,34.32950237978457,3.1636397699412067e-06,0.10158143918044413,0.4076048472402678,0.1472935676574707
100.0,10,0.001,0.0001,500,20083,False,0.7099665160659662,4.5078713171832385e-07,0.0007495734582009657,0.034108487242926804,0.14088869094848633
100.0,10,0.01,0.0001,406,15454,True,9.800253244491834e-07,6.2978361649656376e-12,8.209429375855493e-10,4.8710716908320784e-08,0.11542582511901855
100.0,10,0.1,0.0001,48,1742,True,7.309202027618904e-07,5.1178059047548185e-11,6.126547854158156e-10,3.6329291623800356e-08,0.012990713119506836
100.0,10,1.0,0.0001,10,413,True,6.281407588871854e-07,1.41514778744425e-09,5.355139009510848e-10,3.1213036500088174e-08,0.0030002593994140625
100.0,10,10.0,0.0001,5,279,True,3.834493289405089e-08,9.87200276591898e-09,3.466797393448946e-11,1.874179236540069e-09,0.0020046234130859375
100.0,10,100.0,0.0001,4,287,True,2.695971102804848e-07,4.086022380910775e-07,1.127573611031446e-11,7.999698279382752e-09,0.001995086669921875
100.0,10,1000.0,0.0001,4,350,True,1.5093731518432117e-07,3.991320349477632e-07,1.2136304209130654e-10,4.097510371532941e-09,0.002994060516357422
100.0,10,10000.0,0.0001,5,424,True,3.3568174797083e-11,9.096171535775494e-07,8.964751294474555e-15,9.507231283929229e-09,0.0030059814453125
100.0,10,0.0001,1e-06,500,29317,False,34.32950451051606,2.6041229192526977e-08,0.10158144932047496,0.407604868806905,0.21318507194519043
100.0,10,0.001,1e-06,500,28616,False,0.7099666623070201,2.8488619047443476e-09,0.000749574197203355,0.03410847995131752,0.20778870582580566
100.0,10,0.01,1e-06,406,22337,True,9.79982282234433e-07,1.6368849248589255e-13,8.209051575622369e-10,4.870857777648172e-08,0.1650094985961914
100.0,10,0.1,1e-06,48,2519,True,7.306510061643168e-07,5.880059826257305e-13,6.124412322331937e-10,3.6315911505209195e-08,0.018995285034179688
100.0,10,1.0,1e-06,10,614,True,6.300045074244784e-07,1.8907113375578762e-11,5.369234480072964e-10,3.130565857155377e-08,0.0039975643157958984
100.0,10,10.0,1e-06,5,439,True,4.804244884607376e-08,1.076775947719791e-10,4.493101331821738e-11,2.3777376372249397e-09,0.003995656967163086
100.0,10,100.0,1e-06,3,306,True,8.650289204203341e-08,4.277198970276135e-08,1.1606391356720482e-10,3.570824676708691e-09,0.0020067691802978516
100.0,10,1000.0,1e-06,3,361,True,6.470154807466977e-09,1.5783215212554153e-07,1.8185638340219812e-13,1.9002358285499725e-09,0.0019931793212890625
100.0,10,10000.0,1e-06,4,616,True,2.8679136595202728e-11,5.704520195554158e-09,2.5933744816158535e-14,9.187427429568641e-11,0.005007028579711914
100.0,10,0.0001,1e-12,500,52015,False,34.32950443471561,1.7579193376014973e-13,0.10158144918162057,0.407604868226662,0.355546236038208
100.0,10,0.001,1e-12,500,51212,False,0.7099666667628952,1.5984123448564165e-13,0.0007495741963670718,0.034108480271689195,0.36128950119018555
100.0,10,0.01,1e-12,406,39856,True,9.799825446097508e-07,1.8608627091232167e-13,8.209061180713041e-10,4.870859114287886e-08,0.2774844169616699
100.0,10,0.1,1e-12,48,4489,True,7.306517202407671e-07,2.1712576371547207e-13,6.124421927422609e-10,3.631594684721783e-08,0.03156852722167969
100.0,10,1.0,1e-12,10,1168,True,6.300365692828104e-07,3.297013317269966e-13,5.369546645519825e-10,3.1307252256881156e-08,0.008067846298217773
100.0,10,10.0,1e-12,5,938,True,4.770908516592448e-08,2.7209458532470656e-12,4.4632615167987014e-11,2.3615681566342093e-09,0.005200862884521484
100.0,10,100.0,1e-12,3,735,True,8.397156122235192e-08,2.7163826498698323e-11,1.2589088183439438e-10,4.013406364394927e-09,0.004629611968994141
100.0,10,1000.0,1e-12,2,581,True,4.2383353670524177e-07,3.4754304417605195e-10,1.1844775299579678e-09,1.620304496935043e-08,0.0046727657318115234
100.0,10,10000.0,1e-12,2,643,True,4.238790656257176e-09,4.367073976091067e-09,1.1864528168547985e-11,1.7670254921287135e-10,0.004125118255615234
100.0,11,0.0001,0.01,500,12491,False,25.639144097212405,0.00016334252776493825,0.08120970702557345,0.45830701819684294,0.09566664695739746
100.0,11,0.001,0.01,500,10972,False,0.43705321073750886,3.6681853543149574e-05,0.0009016345203991295,0.016920990447994503,0.08359527587890625
100.0,11,0.01,0.01,315,6517,True,9.6586707703353e-07,6.227183653230054e-10,4.346348079066726e-10,5.067315215391706e-08,0.05104541778564453
100.0,11,0.1,0.01,38,709,True,7.813480199371795e-07,7.316848611246568e-09,4.0255960692555074e-10,4.057928052057652e-08,0.006078004837036133
100.0,11,1.0,0.01,9,175,True,6.717080233453151e-07,2.3417536159843325e-07,2.38479429798905e-10,3.632785237327662e-08,0.0021255016326904297
100.0,11,10.0,0.01,8,246,True,1.1551909964091839e-08,1.0592762099373469e-07,2.793212380029895e-12,2.2129953386486967e-09,0.0014667510986328125
100.0,11,100.0,0.01,8,305,True,2.242477421575779e-08,6.54201578032717e-07,2.1200479754432143e-11,8.01835323923219e-09,0.0
100.0,11,1000.0,0.01,10,445,True,1.412596624068717e-10,4.823131731975408e-08,1.356936784032246e-13,9.624975881353498e-10,0.005903005599975586
100.0,11,10000.0,0.01,11,505,True,1.1175286989007967e-11,2.4376560191711306e-07,8.839979049070006e-16,3.760257272511647e-09,0.0034971237182617188
100.0,11,0.0001,0.0001,500,21084,False,25.63917970704007,2.080531579465799e-06,0.08120941067381039,0.45830784525424706,0.15175580978393555
100.0,11,0.001,0.0001,500,19484,False,0.4370860837200022,2.8848438861120773e-07,0.0009016593222651326,0.016922768060551003,0.14078521728515625
100.0,11,0.01,0.0001,315,11842,True,9.747085223070386e-07,5.857238871332804e-12,4.365068944697894e-10,5.115457203512451e-08,0.08718729019165039
100.0,11,0.1,0.0001,38,1322,True,8.098544548762834e-07,6.431213492540013e-11,4.2256779450573955e-10,4.201650051381329e-08,0.009411096572875977
100.0,11,1.0,0.0001,9,347,True,3.243076030925425e-07,1.0073033237014797e-09,3.134404631397326e-10,1.5887111717415156e-08,0.002650737762451172
100.0,11,10.0,0.0001,4,215,True,7.526894669279706e-07,3.498946333002768e-07,6.725045001506679e-10,2.7085288751390632e-08,0.001996278762817383
100.0,11,100.0,0.0001,4,292,True,1.0420625847274751e-07,1.6119946916606178e-07,1.2127324157995294e-10,4.337836256400539e-09,0.0016543865203857422
100.0,11,1000.0,0.0001,4,346,True,1.0353853254505908e-07,1.954639925578715e-07,8.89156032682133e-11,5.376904905010076e-09,0.0024192333221435547
100.0,11,10000.0,0.0001,6,567,True,8.796351766491625e-12,5.5010535066339095e-09,3.977990572081503e-15,1.186153195500583e-10,0.0036301612854003906
100.0,11,0.0001,1e-06,500,29481,False,25.63918248851125,1.9804952615258245e-08,0.08120941802657877,0.45830790778374114,0.20583271980285645
100.0,11,0.001,1e-06,500,27951,False,0.43708711061779265,3.193296812077369e-09,0.000901660998023717,0.01692281197152192,0.19370317459106445
